gen_name,steps_mean,steps_median,steps_std,steps_min,steps_max,apples_mean,apples_median,apples_std,apples_min,apples_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max
gen_1493_153_460_173,120554.16,128473.5,32059.408408677784,3766.0,147038.0,709.87,765.0,177.05680755057116,53.0,765.0,1414.1589752302255,1580.704626762336,460.31974550042986,0.9909640939648302,1658.771172003468
gen_1493_153_460_174,121756.19,128975.5,30251.35232967115,4372.0,143656.0,716.39,765.0,167.85141613939393,47.0,765.0,1437.8114875076403,1583.4367031902902,436.27051939535954,0.6530051146760655,1652.837649657894
gen_1493_153_460_175,122217.16,129010.0,30312.705467417454,3184.0,143424.0,719.31,765.0,168.24123721608802,46.0,765.0,1464.0173380239805,1587.445009624022,411.12086013594325,0.846153878700116,1667.9345283899831
gen_1493_153_460_176,120450.75,129275.5,32283.549443756954,3810.0,144280.0,709.1,765.0,175.7477453624939,53.0,765.0,1405.0792869759334,1582.3861643714374,453.3729945044414,0.979912563559524,1662.7412903212437
gen_1493_153_460_177,126853.0,129527.0,19491.96039088937,3434.0,142064.0,742.23,765.0,106.82273681197276,48.0,765.0,1488.1148057352634,1579.33053372442,339.36466362822125,0.8653184088245457,1666.1933295639717
gen_1493_153_460_178,126860.25,130572.0,21925.80983743816,4516.0,142542.0,737.71,765.0,117.24992921106606,57.0,765.0,1466.9808300206453,1573.5678955971152,353.01207900866876,0.9831536872216883,1643.333079965026
gen_1493_153_460_179,123761.63,129750.5,27392.375549650675,3920.0,142602.0,730.36,765.0,150.22386761097582,52.0,765.0,1505.2821174921091,1582.0042624751104,347.66985819126273,0.9127846448702619,1671.08245442073
gen_1493_153_460_180,122706.6,128988.5,27955.848202478133,4833.0,138262.0,721.72,765.0,153.10402215487355,63.0,765.0,1436.1382915032332,1577.6474266983505,421.8452722185841,1.1629867271072099,1693.0314268919265
gen_1493_153_460_181,127729.11,130485.5,18941.59124619418,5902.0,143366.0,746.08,765.0,100.04755669180531,73.0,765.0,1510.0703163814012,1579.7477871172337,298.40367336365625,1.3641658721616219,1655.225690403274
gen_1493_153_460_182,122693.93,129397.0,27063.47382257311,3744.0,141826.0,721.61,765.0,148.76510982081786,50.0,765.0,1423.5073606007268,1582.0791780623636,436.3497933158337,0.8203057020038712,1666.7825957623136
gen_1493_153_460_183,123986.41,129055.5,25022.715372674887,4039.0,139588.0,732.28,765.0,139.82854358105863,54.0,765.0,1490.303110103788,1588.175954855703,367.9800326588361,0.8800389236243699,1675.4589614721772
gen_1493_153_460_184,120774.73,128630.0,31149.058071105457,2031.0,142480.0,713.91,765.0,173.63122386253,24.0,765.0,1444.9985473586066,1590.6714989674967,441.5397398836588,0.31944458271667475,1659.9767700423909
gen_1493_153_460_185,127912.57,130128.5,18371.456828599632,3866.0,142874.0,747.5,765.0,100.15273336259975,51.0,765.0,1516.8248444467986,1583.8933392646413,281.69519200555493,0.8850887203715688,1649.577749307682
gen_1493_153_460_186,123111.97,130701.0,29988.93026216674,4530.0,140756.0,722.85,765.0,164.33802816146968,57.0,765.0,1480.2248337774267,1577.9420285942929,380.5840990220556,0.9802278299669849,1657.9036433864171
