steps_mean,steps_median,steps_std,steps_min,steps_max,apples_mean,apples_median,apples_std,apples_min,apples_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max
444.9993333333333,396.5,330.06592775720156,1.0,1360.0,20.712,18.0,15.462720416106173,0.0,58.0,756145779579927.8,466426.2540025222,1.1203069150043714e+16,2.0,2.88230376153996e+17
423.658,350.0,335.96736702046917,1.0,1615.0,19.590666666666667,16.0,15.567416170393281,0.0,62.0,6779975221494112.0,225460.03911435392,1.459964494229309e+17,2.0,4.611686018429999e+18
476.8673333333333,460.5,343.593054449915,1.0,1545.0,22.094,22.0,15.859881168113041,0.0,63.0,8889882345020577.0,4503892.947865782,2.4243474000946678e+17,2.0,9.223372036857498e+18
431.816,384.0,317.3734322172121,1.0,1325.0,20.010666666666665,17.0,14.881528356396133,0.0,60.0,1073862846081211.9,314699.5500817769,3.0236182526541604e+16,2.0,1.1529215046093046e+18
461.006,399.5,339.2723772487233,1.0,1356.0,21.518666666666668,19.0,15.765711260693429,0.0,58.0,510508325268684.3,754237.8069625782,8167833415654420.0,2.0,2.882303761540433e+17
464.66,423.5,333.23478870009956,1.0,1358.0,21.53933333333333,20.0,15.612189240746762,0.0,61.0,2214063140507369.5,1300024.5610847152,6.150573848335931e+16,2.0,2.3058430092162836e+18
401.8566666666667,284.0,335.12924092388926,1.0,1578.0,18.518666666666668,14.0,15.923744897339809,0.0,63.0,1.0211278010222782e+16,137106.29308309808,2.5299348857435946e+17,2.0,9.223372036857438e+18
406.73466666666667,320.5,352.59330339389913,1.0,1445.0,19.094,16.0,16.653242847365597,0.0,62.0,4376869718150903.0,224644.533167051,1.2294794460306248e+17,2.0,4.611686018429994e+18
442.92466666666667,369.0,321.83887323455644,1.0,1416.0,20.754666666666665,17.0,15.181605477975275,0.0,58.0,419657654687871.1,313476.58870965196,8034532073777717.0,2.0,2.88230376154033e+17
444.75733333333335,389.5,340.2147397055114,1.0,1273.0,20.728666666666665,18.0,15.912313205676776,0.0,60.0,1956563376812252.2,469519.5007668135,4.283784977494749e+16,2.0,1.152921504609335e+18
438.994,387.5,329.6462214212888,1.0,1298.0,20.587333333333333,18.0,15.528888333969334,0.0,61.0,1954609262902718.5,469650.67265956674,5.988659849535068e+16,2.0,2.3058430092162744e+18
455.02666666666664,390.0,327.3625054210631,1.0,1352.0,21.426,18.0,15.44337583992999,0.0,60.0,987673273001123.1,466905.9797622161,3.002077709131326e+16,2.0,1.152921504609297e+18
495.4993333333333,457.5,329.9216543356249,1.0,1624.0,23.332,22.5,15.28325148651294,0.0,61.0,3727493609510787.0,6617511.321494285,7.34583573408437e+16,2.0,2.3058430092161603e+18
464.31933333333336,421.5,325.03100779190623,1.0,1474.0,21.804666666666666,20.0,15.2841479390322,0.0,63.0,1.2605208961111318e+16,1303571.3815721273,2.914280887723116e+17,2.0,9.2233720368575e+18
469.47333333333336,429.0,332.04080063885056,1.0,1354.0,21.894,20.0,15.259623105874317,0.0,60.0,2819508819832417.5,1303943.7261954814,4.614976673474847e+16,2.0,1.1529215046093235e+18
446.8086666666667,367.0,336.5419717136168,1.0,1610.0,20.906666666666666,17.0,15.497890895932331,0.0,61.0,2916388463475496.5,314419.23809679324,6.2643670545825384e+16,2.0,2.3058430092162816e+18
413.91266666666667,323.5,337.98725376295215,1.0,1522.0,19.128666666666668,15.0,15.671123493724231,0.0,62.0,4464582435192690.0,173318.15305627562,1.2362107724310517e+17,2.0,4.611686018429986e+18
494.182,465.0,352.1459596190193,1.0,1423.0,22.924666666666667,22.0,16.15273944430342,0.0,64.0,1.36437513760201e+16,4510167.486541562,4.7664608914741306e+17,2.0,1.844674407371236e+19
535.4866666666667,567.0,347.8316534698295,1.0,1489.0,25.176,28.0,16.272912789868528,0.0,63.0,1.7372136917754298e+16,268955036.4040377,3.5776697584616474e+17,2.0,9.22337203685747e+18
487.13,466.5,341.9247048206179,1.0,1542.0,22.780666666666665,23.0,15.84489064511193,0.0,66.0,5.061991710731368e+16,8726715.258364838,1.90463982229213e+18,2.0,7.378697629484117e+19
435.2873333333333,366.0,312.69793641716853,1.0,1728.0,20.650666666666666,17.0,14.77134499254854,0.0,70.0,7.953286990143564e+17,313620.5396484445,3.0473328898294137e+19,2.0,1.1805916207174144e+21
592.6046666666666,574.0,350.98457379903306,1.0,1627.0,26.681333333333335,27.0,15.602599726398877,0.0,70.0,1.0740581684688448e+18,134690449.7084888,3.0853146061497418e+19,2.0,1.1805916207174147e+21
574.9506666666666,561.0,369.36219473513466,1.0,1748.0,25.959333333333333,27.0,16.42499151361188,0.0,76.0,5.055187235257976e+19,134685030.3943049,1.9502430075602102e+21,2.0,7.555786372591432e+22
570.7326666666667,604.5,365.72356391071594,1.0,1771.0,26.273333333333333,29.0,16.363942746851144,0.0,67.0,1.4192564795551443e+17,537420484.6798534,3.859994252635476e+18,2.0,1.475739525896794e+20
563.672,574.0,362.6259529450882,1.0,1450.0,25.938,27.0,16.458538493236066,0.0,69.0,4.229240944022982e+17,134697319.58226645,1.5246777792262537e+19,2.0,5.90295810358709e+20
646.9486666666667,731.5,378.2982501037449,1.0,1911.0,29.709333333333333,35.0,16.98821688373706,0.0,73.0,1.280442876387759e+19,34360540826.20396,3.4467726812615665e+20,2.0,9.444732965739295e+21
608.7646666666667,667.0,378.3337714482045,1.0,1638.0,28.057333333333332,32.0,17.300964700141883,0.0,71.0,1.648994171610329e+18,4295643225.500706,6.097410770266e+19,2.0,2.361183241434826e+21
604.57,655.5,388.18831654237096,1.0,1564.0,27.551333333333332,31.5,17.66357923965456,0.0,66.0,1.0783885179338698e+17,3221874653.391466,2.2034152213219438e+18,2.0,7.378697629484125e+19
545.922,527.5,395.0174307327041,1.0,1564.0,25.004,25.0,17.78789805832419,0.0,64.0,2.790766717347366e+16,33963777.4875129,5.52959136258303e+17,2.0,1.8446744073712325e+19
540.19,490.5,398.42736422924906,1.0,1758.0,24.375333333333334,24.0,18.15510373298802,0.0,72.0,4.0522420176753e+18,17147759.61365969,1.2318212545297318e+20,2.0,4.722366482869649e+21
488.1546666666667,329.5,395.5416759477509,1.0,1619.0,22.053333333333335,15.0,18.119597738973738,0.0,66.0,8.92099711994113e+16,174369.37804528276,1.9740722180308995e+18,2.0,7.378697629484119e+19
481.2006666666667,374.5,384.61761148733456,1.0,1747.0,22.023333333333333,17.0,17.542599262620374,0.0,65.0,8.816362776755062e+16,311316.2660109126,1.519811988156188e+18,2.0,3.689348814742198e+19
474.82666666666665,328.0,382.17697029285034,1.0,1578.0,21.574,15.0,17.489821535205365,0.0,64.0,1.7983212102258772e+16,173936.24692179146,4.799693624036148e+17,2.0,1.844674407371231e+19
464.3106666666667,282.0,380.730521698601,1.0,1552.0,20.87,13.0,17.637264527131183,0.0,67.0,1.60619608297887e+17,111477.4736914046,4.264569561777225e+18,2.0,1.475739525896795e+20
514.8693333333333,406.5,379.4665188474765,1.0,1537.0,23.442,18.0,17.33670391587359,0.0,69.0,7.373590922419877e+17,465213.6478433007,1.7458526778986973e+19,2.0,5.902958103587089e+20
522.5013333333334,422.0,401.08364962713483,1.0,1605.0,23.767333333333333,20.0,18.153710352309677,0.0,65.0,1.1296075945175054e+17,1304382.2020591663,1.7528011413493053e+18,2.0,3.689348814742197e+19
516.3693333333333,408.5,398.59076205161716,1.0,1587.0,23.505333333333333,19.0,18.132750431807697,0.0,73.0,6.378712018486068e+18,749562.2896585118,2.4378632698789498e+20,2.0,9.444732965739295e+21
519.8566666666667,332.0,408.05994182499984,1.0,1621.0,23.196666666666665,15.0,18.43852820108542,0.0,66.0,1.7062918273645245e+17,171416.0230836155,2.923256201363002e+18,2.0,7.378697629484117e+19
541.7986666666667,446.0,411.24504876235966,1.0,1664.0,24.342,19.0,18.458449808511368,0.0,70.0,1.1127568806687866e+18,756157.9891023654,3.145481230082523e+19,2.0,1.1805916207174147e+21
546.8033333333333,430.5,401.0820821921063,1.0,1746.0,24.682666666666666,20.0,17.754942022496785,0.0,73.0,7.488326784942791e+18,1302035.8815967077,2.4574325990530495e+20,2.0,9.444732965739295e+21
584.414,554.0,417.46708924656565,1.0,1601.0,26.375333333333334,26.0,18.60511914023187,0.0,71.0,2.9256588143171866e+18,67551205.53639564,6.8714868831773516e+19,2.0,2.361183241434826e+21
506.92066666666665,336.0,411.6650398558949,1.0,1811.0,22.937333333333335,15.0,18.273115212123944,0.0,68.0,7.581344752632415e+17,174111.0201755814,1.2284440360441952e+19,2.0,2.9514790517935604e+20
498.524,366.5,405.6206176022121,1.0,1782.0,22.459333333333333,16.0,18.20125488958263,0.0,66.0,1.1329087995707474e+17,228480.47126507878,2.2142761214223299e+18,2.0,7.378697629484117e+19
542.8553333333333,445.5,411.06461098577785,1.0,1863.0,24.509333333333334,21.0,18.261487148884914,0.0,73.0,1.2773287422243609e+19,2380489.600595153,3.4466019580957085e+20,2.0,9.444732965739295e+21
520.466,364.0,419.1237965613501,1.0,1607.0,23.309333333333335,16.0,18.513066904816778,0.0,73.0,6.615526479067185e+18,226829.30027728248,2.4382235253520718e+20,2.0,9.444732965739295e+21
496.97066666666666,349.5,415.4601262129603,1.0,1670.0,22.445333333333334,16.0,18.58494941851844,0.0,70.0,9.07288993607253e+17,223847.5815331391,3.0551865205941735e+19,2.0,1.1805916207174144e+21
500.584,363.5,420.84109939976156,1.0,1698.0,22.190666666666665,17.0,18.624526290769264,0.0,72.0,4.882259986022428e+18,307661.0127206058,1.3629290578135127e+20,2.0,4.722366482869649e+21
467.1533333333333,348.5,393.9873523632735,1.0,1653.0,20.970666666666666,16.0,17.67357178262378,0.0,68.0,2.6952547946613475e+17,220747.8848029843,7.713539157676042e+18,2.0,2.951479051793561e+20
477.80733333333336,292.5,398.22782032343696,1.0,1733.0,21.167333333333332,13.0,17.75306545047612,0.0,74.0,1.472787439962868e+19,108621.37882612419,4.890268706172931e+20,2.0,1.8889465931478585e+22
466.16066666666666,282.0,410.28493048882774,1.0,1737.0,20.711333333333332,12.0,18.003962662579468,0.0,65.0,1.105150000319636e+17,93036.8506281668,1.535082024253169e+18,2.0,3.6893488147422e+19
461.668,341.5,383.1199295816737,1.0,1845.0,20.412666666666667,15.0,17.106598324103544,0.0,78.0,2.3075472875704477e+20,172700.9642201259,7.861457977632056e+21,2.0,3.022314549036573e+23
503.526,368.0,393.7753877411165,1.0,1636.0,22.348,16.0,17.36606545344493,0.0,72.0,4.432533884759116e+18,227326.05193719233,1.2653812470047737e+20,2.0,4.722366482869649e+21
485.5826666666667,369.5,385.8286361839354,1.0,1815.0,21.519333333333332,16.0,16.9607869183269,0.0,73.0,9.45949188003484e+18,227642.98624040285,2.7248193027850348e+20,2.0,9.444732965739295e+21
456.146,372.0,382.7352897464948,1.0,1852.0,20.307333333333332,17.0,16.980485256775072,0.0,78.0,3.6063438045841614e+20,310841.4796687081,8.936386619317525e+21,2.0,3.022314549036573e+23
488.44933333333336,346.5,411.23491838553247,1.0,1740.0,21.689333333333334,15.0,18.211886765394613,0.0,70.0,1.5340346855844677e+18,173018.8397591061,3.5001980907536474e+19,2.0,1.1805916207174147e+21
435.8106666666667,254.5,402.4042645808924,1.0,1874.0,19.323333333333334,11.0,17.821376365352805,0.0,77.0,1.0756412884979266e+20,77091.5470985128,3.907940090932545e+21,2.0,1.5111572745182865e+23
494.97066666666666,328.0,433.0971874836204,1.0,1841.0,20.926666666666666,14.0,18.702226843049704,0.0,83.0,6.606537624763675e+21,134619.04731890274,2.4966158067716353e+23,2.0,9.671406556917033e+24
572.8513333333333,466.0,460.8463256859299,1.0,1967.0,25.026666666666667,21.0,19.700201916618916,0.0,83.0,7.725089251113955e+21,2375133.179174628,2.5202595215346082e+23,2.0,9.671406556917033e+24
501.28933333333333,343.0,442.5750877379139,1.0,1819.0,21.724666666666668,15.0,18.940737179130302,0.0,75.0,2.9803679662838383e+19,171321.4632477957,9.789861674734151e+20,2.0,3.777893186295717e+22
532.3553333333333,401.0,427.1967225274817,1.0,2207.0,23.478666666666665,18.0,18.354042558036696,0.0,85.0,2.6051011035086142e+22,465981.7892249434,9.985512151327791e+23,2.0,3.8685626227668134e+25
668.0553333333334,646.0,452.11352144296194,1.0,2189.0,29.446,30.0,19.42947290415603,0.0,97.0,1.0564025847628302e+26,1074330450.3115075,4.089960647943301e+27,2.0,1.5845632502852868e+29
616.0573333333333,499.5,452.1654852443099,1.0,2097.0,27.196,22.0,19.56173775511777,0.0,80.0,2.2134222984736515e+21,4509347.279468534,4.698514223158295e+22,2.0,1.2089258196146292e+24
557.2773333333333,427.0,434.1040755620195,1.0,2187.0,24.624,19.0,18.771537603510268,0.0,81.0,1.6952970180184467e+21,751821.8070913444,6.24439319395482e+22,2.0,2.4178516392292583e+24
557.204,443.0,446.89395280163126,1.0,1991.0,24.458666666666666,19.0,19.247206504379335,0.0,90.0,9.287263595623758e+23,756890.7968866157,3.2198831056955838e+25,2.0,1.2379400392853803e+27
452.89666666666665,287.0,421.05947559565607,1.0,2048.0,19.868,13.0,18.564982520864383,0.0,83.0,6.888261800954641e+21,112898.35427870636,2.501080883284552e+23,2.0,9.671406556917033e+24
517.516,407.5,433.74469650244714,1.0,2048.0,22.620666666666665,18.0,18.710801859413248,0.0,82.0,5.283605476091392e+21,463153.43064193905,1.3993488901501864e+23,2.0,4.835703278458517e+24
500.46066666666667,365.0,429.42513253521724,1.0,1996.0,22.0,17.0,18.560064655059797,0.0,81.0,1.9008194314231792e+21,310168.8242136849,6.292041095693522e+22,2.0,2.4178516392292583e+24
516.4246666666667,408.0,413.35721314405805,1.0,2098.0,22.588666666666665,18.0,17.887261898407544,0.0,80.0,1.4371563461073602e+21,463767.71135222237,3.530750025794469e+22,2.0,1.2089258196146292e+24
485.6426666666667,349.5,422.68593263346514,1.0,2028.0,21.293333333333333,16.0,18.14954422445797,0.0,82.0,3.637896066722331e+21,225037.3543778137,1.2513946860477048e+23,2.0,4.835703278458517e+24
631.9693333333333,587.0,437.46149132568104,1.0,2149.0,27.869333333333334,27.0,18.992742286346004,0.0,83.0,1.0438531329876315e+22,134693087.73455465,2.792795031175662e+23,2.0,9.671406556917033e+24
570.0486666666667,479.0,432.10331592288844,1.0,2360.0,25.023333333333333,21.0,18.764402172435148,0.0,88.0,2.2608071750705393e+23,2378483.4218543097,8.007167988111972e+24,2.0,3.094850098213451e+26
641.702,554.0,453.1597744681229,1.0,2088.0,27.766,25.0,19.612663698063386,0.0,83.0,9.177553436437373e+21,33961806.9100853,2.5419021777186523e+23,2.0,9.671406556917033e+24
657.684,624.5,453.1738667193126,1.0,1975.0,29.09,30.0,19.986743106369282,0.0,83.0,1.5746984922065383e+22,1074327935.9401774,3.133747820780372e+23,2.0,9.671406556917033e+24
626.6326666666666,546.5,445.7974208085501,1.0,2104.0,27.485333333333333,25.0,19.554243824693287,0.0,92.0,3.3661865434530464e+24,33955193.84668318,1.278256765226402e+26,2.0,4.951760157141521e+27
589.426,470.5,444.5768405918899,1.0,2100.0,25.956666666666667,21.0,19.195210918930332,0.0,97.0,1.0610222573821963e+26,2382653.4558077343,4.0899804016163703e+27,2.0,1.5845632502852868e+29
527.36,410.0,416.83824488643074,1.0,2131.0,22.886666666666667,18.0,17.95985770792433,0.0,97.0,1.0607696845984796e+26,463873.06843338924,4.0899806909600526e+27,2.0,1.5845632502852868e+29
526.7586666666666,400.5,407.3261221162009,1.0,2216.0,22.503333333333334,18.0,17.68285390490523,0.0,90.0,8.770943347835232e+23,463535.1075975634,3.2013830361015108e+25,2.0,1.2379400392853803e+27
521.3006666666666,421.5,411.8339320643159,1.0,2040.0,22.482666666666667,19.0,17.71204014850413,0.0,97.0,1.0728846653152973e+26,751577.0435216555,4.0904173137752745e+27,2.0,1.5845632502852868e+29
523.1586666666667,402.0,420.1614152024064,1.0,2334.0,22.336666666666666,18.0,17.99335031492344,0.0,97.0,1.0813101925575686e+26,464584.5127149458,4.09052004368974e+27,2.0,1.5845632502852868e+29
490.3713333333333,333.0,407.03792466004387,1.0,2138.0,21.17,15.0,17.537039849035718,0.0,97.0,4.2420445972849244e+26,171463.34255625948,8.171896297132074e+27,2.0,1.5845632502852868e+29
493.966,351.0,410.1105601062556,1.0,2404.0,21.13,16.0,17.622895146182234,0.0,97.0,2.1547326642004887e+26,225661.25679966263,5.783495463756499e+27,2.0,1.5845632502852868e+29
497.71666666666664,384.5,414.18920683131705,1.0,2159.0,21.412,17.0,17.648822132557928,0.0,97.0,1.0566433528964192e+26,311749.1602375633,4.089960086420565e+27,2.0,1.5845632502852868e+29
498.426,352.5,397.75328264809247,1.0,2039.0,21.088,15.0,17.19271907911408,0.0,83.0,1.7116551730920717e+22,173922.14889568696,3.755070972633095e+23,2.0,9.671406556917033e+24
490.3793333333333,384.0,393.766847393508,1.0,2088.0,21.091333333333335,17.0,16.680537308159135,0.0,97.0,1.0564414380487954e+26,313060.32444199326,4.089960554610848e+27,2.0,1.5845632502852868e+29
527.644,427.0,410.3753922901973,1.0,2084.0,22.701333333333334,19.0,17.680048969263506,0.0,97.0,1.0607656022827909e+26,753140.3554092709,4.0899806404721367e+27,2.0,1.5845632502852868e+29
469.24333333333334,292.5,404.2534239668093,1.0,2145.0,20.718666666666667,13.0,17.427627058463493,0.0,89.0,5.68895270660711e+23,113384.73325418559,1.6584568003051465e+25,2.0,6.189700196426902e+26
439.75666666666666,285.0,398.41273924021164,1.0,2037.0,19.363333333333333,13.0,17.29803424926916,0.0,87.0,1.0361076895435416e+23,113304.58239754903,3.994096273814727e+24,2.0,1.5474250491067253e+26
453.178,295.5,407.04513711544735,1.0,2136.0,19.932666666666666,14.0,18.042656850425946,0.0,97.0,1.0666948095821233e+26,137106.29308309808,4.090004189332471e+27,2.0,1.5845632502852868e+29
377.2026666666667,236.5,370.38380849179794,1.0,2161.0,16.748666666666665,11.0,16.329773367142064,0.0,97.0,1.0565224924390314e+26,75026.67657826265,4.089960368586454e+27,2.0,1.5845632502852868e+29
472.478,314.5,379.5645928991094,1.0,2171.0,21.041333333333334,15.0,17.232129629142058,0.0,97.0,1.0563779432327271e+26,173980.44436697912,4.0899607109974986e+27,2.0,1.5845632502852868e+29
485.63533333333334,359.0,393.9351990089515,1.0,2098.0,21.662,17.0,17.670231728342824,0.0,97.0,1.0605355232936912e+26,313150.88752893667,4.08998117802489e+27,2.0,1.5845632502852868e+29
513.936,443.5,387.46785660748685,1.0,2082.0,22.403333333333332,20.0,17.18516770034232,0.0,95.0,2.6413675310719186e+25,1295571.6307955952,1.0224900766997324e+27,2.0,3.961408125713217e+28
540.5606666666666,488.0,388.64142469147856,1.0,2396.0,23.862,22.0,17.35608316028322,0.0,97.0,1.1249976763379626e+26,4508026.55723702,4.0977720884101355e+27,2.0,1.5845632502852868e+29
430.2393333333333,280.0,359.72034978979,1.0,2043.0,19.081333333333333,13.0,16.08050739940199,0.0,97.0,1.0563793674716382e+26,113857.47494297998,4.0899607073212094e+27,2.0,1.5845632502852868e+29
466.2273333333333,358.0,389.364187258607,1.0,2372.0,20.412,16.0,17.505225581713212,0.0,94.0,1.8158677560748573e+25,226990.50280388072,5.287779484080459e+26,2.0,1.9807040628566084e+28
460.326,352.0,376.3392526130291,1.0,2043.0,19.969333333333335,16.0,16.505445350617542,0.0,97.0,1.056396441923815e+26,224369.05248858925,4.0899606637168427e+27,2.0,1.5845632502852868e+29
448.4766666666667,297.5,377.23444715749673,1.0,2082.0,19.763333333333332,14.0,16.579525190896014,0.0,97.0,1.0761052276670345e+26,136643.18284307112,4.0904186256894997e+27,2.0,1.5845632502852868e+29
497.9313333333333,441.0,367.96831016391735,1.0,2161.0,21.287333333333333,18.0,16.05945535260216,0.0,97.0,1.0563937698000753e+26,464646.32179879106,4.0899606705958377e+27,2.0,1.5845632502852868e+29
480.3953333333333,361.5,377.60906465755767,1.0,2125.0,20.753333333333334,16.0,16.169946059141804,0.0,95.0,4.0452398301559625e+25,225460.02427369024,1.1432913210625328e+27,2.0,3.961408125713217e+28
450.72933333333333,296.0,376.4100176751706,1.0,2073.0,19.549333333333333,14.0,16.62959909986474,0.0,97.0,1.089387951460182e+26,137189.5561102158,4.091872055557206e+27,2.0,1.5845632502852868e+29
444.612,287.0,394.00899666885783,1.0,2018.0,19.064666666666668,13.0,17.369757767133336,0.0,97.0,1.584611899407679e+26,111377.5213396802,4.571494561088216e+27,2.0,1.5845632502852868e+29
363.366,205.0,366.2832219890322,1.0,2135.0,15.468,9.0,15.866935515929553,0.0,97.0,1.072881771793715e+26,48980.84780326594,4.0904173213555495e+27,2.0,1.5845632502852868e+29
431.464,315.0,350.2898657359835,1.0,1966.0,18.362,13.5,14.955231726723596,0.0,85.0,2.6711002041790174e+22,123947.21491713123,9.989968823245383e+23,2.0,3.8685626227668134e+25
479.954,366.0,412.5378494360649,1.0,2282.0,20.209333333333333,16.0,17.191475975675335,0.0,97.0,1.0605758232299736e+26,225510.1465371201,4.0899810745969197e+27,2.0,1.5845632502852868e+29
499.258,392.0,410.2408407703943,1.0,2085.0,21.082,17.0,17.33864496820133,0.0,87.0,2.648651967603942e+23,310612.04878365283,5.989258852434743e+24,2.0,1.5474250491067253e+26
495.816,388.0,406.8541239117529,1.0,2423.0,20.729333333333333,16.0,17.453139341931838,0.0,97.0,3.169134064212868e+26,226291.24638992496,7.079292321700111e+27,2.0,1.5845632502852868e+29
461.3826666666667,326.5,395.9262543701233,1.0,2053.0,19.435333333333332,15.0,16.856308954084685,0.0,90.0,1.2577819037224075e+24,169692.38167217252,3.571574961632106e+25,2.0,1.2379400392853803e+27
481.82533333333333,370.0,421.3293677851358,1.0,2116.0,20.312666666666665,16.0,17.956175526975546,0.0,97.0,2.3769320996148407e+26,228157.3286917373,5.870908068526329e+27,2.0,1.5845632502852868e+29
477.982,367.0,393.6682211490619,1.0,2101.0,20.147333333333332,16.0,17.01435549437265,0.0,93.0,7.655226011477364e+24,224178.58060808803,2.5764661531094822e+26,2.0,9.903520314283042e+27
471.94466666666665,331.5,422.6247116984787,1.0,2244.0,19.909333333333333,14.0,17.949404248857086,0.0,97.0,2.259288001867063e+26,138997.73665463697,5.804284534323823e+27,2.0,1.5845632502852868e+29
491.7746666666667,381.5,429.25093503088476,1.0,2164.0,20.860666666666667,16.0,18.411117643665442,0.0,97.0,3.499273427442638e+26,227167.07236638348,7.155832225673614e+27,2.0,1.5845632502852868e+29
471.562,347.0,420.91408880673026,1.0,2382.0,20.10333333333333,16.0,18.12951522303402,0.0,97.0,3.177938206674017e+26,221993.79215930702,7.079325294941802e+27,2.0,1.5845632502852868e+29
487.3186666666667,398.0,414.5560643044021,1.0,2080.0,21.205333333333332,17.0,18.036754278109154,0.0,97.0,2.1479105197000932e+26,313888.5602344017,5.783437665131424e+27,2.0,1.5845632502852868e+29
472.67333333333335,350.5,413.1202278056864,1.0,2210.0,20.205333333333332,16.0,17.87920127472763,0.0,91.0,1.729218005010301e+24,223672.54055317905,6.393868454004245e+25,2.0,2.4758800785707605e+27
534.8806666666667,436.0,442.0480845936208,1.0,2243.0,22.64,19.0,19.07727443845163,0.0,97.0,2.518490996050019e+26,748171.4182847777,5.892640802474667e+27,2.0,1.5845632502852868e+29
547.2833333333333,432.0,465.66164725283335,1.0,2589.0,23.232666666666667,18.0,20.267014240440606,0.0,97.0,3.468915724485816e+26,466506.60905891424,7.152555057477562e+27,2.0,1.5845632502852868e+29
479.7,336.5,446.9061295917373,1.0,2508.0,20.144,14.0,19.52135405139715,0.0,97.0,5.408638444508811e+26,139050.4038584424,9.137235164248791e+27,2.0,1.5845632502852868e+29
499.50466666666665,353.0,446.583669627789,1.0,2227.0,20.994,15.0,19.444569867531996,0.0,97.0,1.1493350680967114e+26,168946.5023937013,4.09824943488459e+27,2.0,1.5845632502852868e+29
424.36266666666666,277.0,411.61916274580267,1.0,2154.0,18.129333333333335,12.0,17.956594133879868,0.0,92.0,3.43236382769538e+24,93087.52458252016,1.2787416953601342e+26,2.0,4.951760157141521e+27
454.248,282.5,434.9824469592614,1.0,2450.0,19.848666666666666,13.0,19.304173077918207,0.0,97.0,5.384787921850208e+26,112348.82297423788,9.137096793906325e+27,2.0,1.5845632502852868e+29
469.17,309.0,440.45958093034295,1.0,2184.0,20.181333333333335,14.0,19.431875485626417,0.0,92.0,4.204615381214566e+24,137189.63661886507,1.317306868702697e+26,2.0,4.951760157141521e+27
432.8786666666667,279.5,408.8283029319548,1.0,2116.0,18.730666666666668,13.0,18.27878897033997,0.0,97.0,3.433302653474781e+26,112363.00380043578,7.151581776140076e+27,2.0,1.5845632502852868e+29
443.6406666666667,259.0,430.22746953933824,1.0,2134.0,18.75733333333333,11.0,19.27318810045592,0.0,97.0,2.139797706480584e+26,75974.03791607327,5.782496093093906e+27,2.0,1.5845632502852868e+29
404.1206666666667,246.0,393.9194039050233,1.0,2393.0,17.303333333333335,11.0,17.58364739056023,0.0,92.0,4.386663870869083e+24,75238.0019256616,1.3185204593380492e+26,2.0,4.951760157141521e+27
